neighbor_handle,SITEADDR,ZIP,NUMBLDGS,NUMUNITS,LANDUSE1,VACANTLAND,ASMTIMPROV,LANDUSE_DESC,suggested_hangers,near_demo_sites,notifications_needed
14449010150,4617 ASHLAND AV,63115,1,1,1110,N,1920,Single-family residence,1,4541 Ashland Avenue,1
14462050050,4618 ASHLAND AV,63115,1,1,1110,N,2520,Single-family residence,1,4541 Ashland Avenue,1
14449010160,4619 ASHLAND AV,63115,1,1,1110,N,2220,Single-family residence,1,4541 Ashland Avenue,1
14462050040,4620 ASHLAND AV,63115,1,1,1110,N,2100,Single-family residence,1,4541 Ashland Avenue,1
13769000170,1162 AUBERT AV,63113,1,1,1110,N,290,Single-family residence,1,1219 Bayard Avenue,1
13769000180,1200 AUBERT AV,63113,1,1,1110,N,860,Single-family residence,1,1219 Bayard Avenue,1
13769000190,1202 AUBERT AV,63113,1,1,1110,N,350,Single-family residence,1,1219 Bayard Avenue,1
13769000210,1212-6 AUBERT AV,63113,1,6,1185,N,25520,"Residential variant, likely condo/misc (?)",6,1219 Bayard Avenue; 4926 Page Boulevard,2
13769000220,1218 AUBERT AV,63113,1,1,1110,N,340,Single-family residence,1,1219 Bayard Avenue; 4926 Page Boulevard,2
13769000230,1222 AUBERT AV,63113,1,1,1110,N,290,Single-family residence,1,1219 Bayard Avenue; 4926 Page Boulevard,2
13769000240,1224 AUBERT AV,63113,1,1,1110,N,290,Single-family residence,1,4926 Page Boulevard,1
13769000255,1232 AUBERT AV,63113,1,1,1110,N,2410,Single-family residence,1,4926 Page Boulevard,1
13768030010,1238-40 AUBERT AV,63113,1,4,1140,N,290,Four-family / small multi-family,4,4926 Page Boulevard,1
13768030020,1244 AUBERT AV,63113,1,2,1120,N,790,Two-family (duplex/flat),2,4926 Page Boulevard,1
13768030030,1246 AUBERT AV,63113,1,2,1120,N,290,Two-family (duplex/flat),2,4926 Page Boulevard,1
13768040160,1253 AUBERT AV,63113,1,2,1120,N,1670,Two-family (duplex/flat),2,4926 Page Boulevard,1
13768030080,1260-2 AUBERT AV,63113,1,2,1120,N,290,Two-family (duplex/flat),2,4926 Page Boulevard,1
13786000265,1300-420 AUBERT AV,63113,1,0,5000,N,78100,"Commercial/retail, general",1,1336 N Euclid Avenue; 4926 Page Boulevard,2
13787000096,1315 AUBERT AV,63113,1,0,6519,N,233400,Code 6519 (not in dictionary),1,1336 N Euclid Avenue; 4926 Page Boulevard,2
13767000457,4945 AUBERT CT,63113,1,1,1110,N,2360,Single-family residence,1,4926 Page Boulevard,1
13767000456,4947 AUBERT CT,63113,1,1,1110,N,2340,Single-family residence,1,4926 Page Boulevard,1
13767000455,4949 AUBERT CT,63113,1,1,1110,N,3400,Single-family residence,1,4926 Page Boulevard,1
13767000454,4951 AUBERT CT,63113,1,1,1110,N,3400,Single-family residence,1,4926 Page Boulevard,1
13767000453,4953 AUBERT CT,63113,1,1,1110,N,2360,Single-family residence,1,4926 Page Boulevard,1
13767000452,4955 AUBERT CT,63113,1,1,1110,N,2340,Single-family residence,1,4926 Page Boulevard,1
13762050110,764 BAYARD AV,63108,1,1,1110,N,1940,Single-family residence,1,912 Bayard Avenue,1
13762050150,776 BAYARD AV,63108,1,1,1110,N,830,Single-family residence,1,912 Bayard Avenue,1
13763050420,781 BAYARD AV,63108,1,2,1120,N,1780,Two-family (duplex/flat),2,912 Bayard Avenue,1
13763050400,785 BAYARD AV,63108,1,2,1120,N,3060,Two-family (duplex/flat),2,912 Bayard Avenue,1
13763050390,789 BAYARD AV,63108,1,1,1110,N,460,Single-family residence,1,912 Bayard Avenue,1
13762050260,908 BAYARD AV,63108,1,1,1110,N,1890,Single-family residence,1,912 Bayard Avenue,1
13763050360,909 BAYARD AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,912 Bayard Avenue,1
13762050290,914 BAYARD AV,63108,1,1,1110,N,2100,Single-family residence,1,912 Bayard Avenue,1
13763050340,917 BAYARD AV,63108,1,1,1110,N,1690,Single-family residence,1,912 Bayard Avenue,1
13762050300,920 BAYARD AV,63108,1,1,1110,N,2290,Single-family residence,1,912 Bayard Avenue,1
13762050310,922 BAYARD AV,63108,1,1,1110,N,1150,Single-family residence,1,912 Bayard Avenue,1
13762050320,924 BAYARD AV,63108,1,1,1110,N,1140,Single-family residence,1,912 Bayard Avenue,1
13762050330,926 BAYARD AV,63108,1,1,1110,N,290,Single-family residence,1,912 Bayard Avenue,1
13770000540,1113 BAYARD AV,63113,1,1,1110,N,7340,Single-family residence,1,1151 Walton Avenue,1
13770000520,1117 BAYARD AV,63113,1,1,1110,N,2610,Single-family residence,1,1151 Walton Avenue,1
13771000010,1118-20 BAYARD AV,63113,1,4,1140,N,3980,Four-family / small multi-family,4,1151 Walton Avenue,1
13770000510,1119 BAYARD AV,63113,1,1,1110,N,3170,Single-family residence,1,1151 Walton Avenue,1
13771000050,1132 BAYARD AV,63113,1,1,1110,N,290,Single-family residence,1,1151 Walton Avenue; 1219 Bayard Avenue,2
13771000085,1138 BAYARD AV,63113,1,0,5000,N,132400,"Commercial/retail, general",1,1151 Walton Avenue; 1219 Bayard Avenue,2
13771000110,1152-4 BAYARD AV,63113,1,4,1140,N,290,Four-family / small multi-family,4,1151 Walton Avenue; 1219 Bayard Avenue,2
13771000180,1210 BAYARD AV,63113,1,2,1120,N,1870,Two-family (duplex/flat),2,1151 Walton Avenue; 1219 Bayard Avenue,2
13770000410,1215 BAYARD AV,63113,1,1,1110,N,2750,Single-family residence,1,1151 Walton Avenue; 1219 Bayard Avenue,2
13770000400,1217 BAYARD AV,63113,1,1,1110,N,3990,Single-family residence,1,1151 Walton Avenue; 1219 Bayard Avenue,2
13770000390,1219 BAYARD AV,63113,1,1,1110,N,290,Single-family residence,1,1151 Walton Avenue,1
13771000210,1224 BAYARD AV,63113,1,1,1110,N,5400,Single-family residence,1,1151 Walton Avenue; 1219 Bayard Avenue,2
13771000220,1228 BAYARD AV,63113,1,1,1120,N,910,Two-family (duplex/flat),1,1151 Walton Avenue; 1219 Bayard Avenue,2
13770000360,1231 BAYARD AV,63113,1,2,1120,N,290,Two-family (duplex/flat),2,1219 Bayard Avenue,1
13771000231,1232 BAYARD AV,63113,1,1,1120,N,2970,Two-family (duplex/flat),1,1151 Walton Avenue; 1219 Bayard Avenue,2
13771000235,1234 BAYARD AV,63113,1,1,1120,N,2960,Two-family (duplex/flat),1,1219 Bayard Avenue,1
13770000320,1243 BAYARD AV,63113,1,1,1110,N,3380,Single-family residence,1,1219 Bayard Avenue,1
13778000020,1310 BAYARD AV,63113,1,1,1110,N,4720,Single-family residence,1,1336 N Euclid Avenue,1
13778000030,1312 BAYARD AV,63113,1,1,1110,N,710,Single-family residence,1,1336 N Euclid Avenue,1
13778000040,1316 BAYARD AV,63113,1,1,1110,N,2710,Single-family residence,1,1336 N Euclid Avenue,1
13778000050,1318 BAYARD AV,63113,1,1,1110,N,3200,Single-family residence,1,1336 N Euclid Avenue,1
13785000290,1319 BAYARD AV,63113,1,2,1120,N,0,Two-family (duplex/flat),2,1336 N Euclid Avenue,1
13785000280,1321-3 BAYARD AV,63113,1,4,1140,N,290,Four-family / small multi-family,4,1336 N Euclid Avenue,1
13785000240,1337-9 BAYARD AV,63113,1,4,1140,N,1900,Four-family / small multi-family,4,1336 N Euclid Avenue,1
13785000210,1353-61 BAYARD AV,63113,1,8,1185,N,1250,"Residential variant, likely condo/misc (?)",8,1336 N Euclid Avenue,1
13778000160,1362 BAYARD AV,63113,1,2,1120,N,290,Two-family (duplex/flat),2,1336 N Euclid Avenue,1
14840000220,5020-2 CABANNE AV,63113,1,2,1120,N,290,Two-family (duplex/flat),2,5052 Cates Avenue,1
15150000260,5029 CABANNE AV,63113,1,1,1110,N,680,Single-family residence,1,5052 Cates Avenue,1
14840000200,5032 CABANNE AV,63113,1,1,1110,N,1150,Single-family residence,1,5052 Cates Avenue,1
14840000190,5036 CABANNE AV,63113,1,1,1110,N,25940,Single-family residence,1,5052 Cates Avenue,1
15150000280,5037 CABANNE AV,63113,1,1,1110,N,9740,Single-family residence,1,5052 Cates Avenue,1
15150000290,5041 CABANNE AV,63113,1,1,1110,N,4990,Single-family residence,1,5052 Cates Avenue,1
15150000300,5043 CABANNE AV,63113,1,1,1110,N,4370,Single-family residence,1,5052 Cates Avenue,1
15150000310,5047 CABANNE AV,63113,1,1,1110,N,330,Single-family residence,1,5052 Cates Avenue,1
14840000150,5050 CABANNE AV,63113,1,1,1110,N,6460,Single-family residence,1,5052 Cates Avenue,1
15150000320,5051 CABANNE AV,63113,1,1,1110,N,5220,Single-family residence,1,5052 Cates Avenue,1
15150000330,5055 CABANNE AV,63113,1,1,1110,N,3350,Single-family residence,1,5052 Cates Avenue,1
14840000130,5056 CABANNE AV,63113,1,1,1110,N,4290,Single-family residence,1,5052 Cates Avenue,1
14840000120,5060 CABANNE AV,63113,1,1,1110,N,4690,Single-family residence,1,5052 Cates Avenue,1
14840000110,5064 CABANNE AV,63113,1,1,1110,N,4180,Single-family residence,1,5052 Cates Avenue,1
15150000360,5065 CABANNE AV,63113,1,1,1110,N,3450,Single-family residence,1,5052 Cates Avenue,1
15150000370,5069 CABANNE AV,63113,1,1,1110,N,810,Single-family residence,1,5052 Cates Avenue,1
14840000090,5070 CABANNE AV,63113,1,1,1110,N,5920,Single-family residence,1,5052 Cates Avenue,1
14840000080,5072 CABANNE AV,63113,1,1,1110,N,4390,Single-family residence,1,5052 Cates Avenue,1
15150000380,5073 CABANNE AV,63113,1,1,1110,N,4930,Single-family residence,1,5052 Cates Avenue,1
15150000395,5075 CABANNE AV,63113,1,2,1120,N,3960,Two-family (duplex/flat),2,5052 Cates Avenue,1
14840000070,5076 CABANNE AV,63113,1,1,1110,N,6080,Single-family residence,1,5052 Cates Avenue,1
14840000050,5082 CABANNE AV,63113,1,1,1110,N,2560,Single-family residence,1,5052 Cates Avenue,1
15150000405,5083 CABANNE AV,63113,1,2,1120,N,1660,Two-family (duplex/flat),2,5052 Cates Avenue,1
14840000040,5084 CABANNE AV,63113,1,1,1110,N,290,Single-family residence,1,5052 Cates Avenue,1
14840000030,5088 CABANNE AV,63113,1,1,1110,N,5580,Single-family residence,1,5052 Cates Avenue,1
14840000020,5090 CABANNE AV,63113,1,1,1110,N,11350,Single-family residence,1,5052 Cates Avenue,1
14840000010,5094 CABANNE AV,63113,1,1,1110,N,26200,Single-family residence,1,5052 Cates Avenue,1
14848000070,5200 CABANNE AV,63113,1,1,1110,N,4280,Single-family residence,1,5207 Kensington Avenue,1
14848000050,5204 CABANNE AV,63113,1,1,1110,N,5680,Single-family residence,1,5207 Kensington Avenue,1
14848000040,5208-10 CABANNE AV,63113,1,4,1140,N,2740,Four-family / small multi-family,4,5207 Kensington Avenue,1
14848000030,5212-4 CABANNE AV,63113,1,2,1120,N,1460,Two-family (duplex/flat),2,5207 Kensington Avenue,1
14899000030,4026 CARTER AV,63107,1,1,1110,N,2490,Single-family residence,1,4016 Carter Avenue,1
14899000020,4036 CARTER AV,63107,1,1,1120,N,720,Two-family (duplex/flat),1,4016 Carter Avenue,1
14899000010,4042 CARTER AV,63107,1,1,1110,N,610,Single-family residence,1,4016 Carter Avenue,1
14840000270,5003 CATES AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5052 Cates Avenue,1
14839000270,5006 CATES AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5052 Cates Avenue,1
14840000290,5007 CATES AV,63108,1,1,1110,N,4740,Single-family residence,1,5052 Cates Avenue,1
14839000260,5008 CATES AV,63108,1,2,1120,N,3390,Two-family (duplex/flat),2,5052 Cates Avenue,1
14840000300,5009 CATES AV,63108,1,1,1110,N,1250,Single-family residence,1,5052 Cates Avenue,1
14839000240,5014 CATES AV,63108,1,1,1110,N,8590,Single-family residence,1,5052 Cates Avenue,1
14840000310,5015 CATES AV,63108,1,1,1110,N,12040,Single-family residence,1,5052 Cates Avenue,1
14839000225,5018 CATES AV,63108,1,1,1110,N,6310,Single-family residence,1,5052 Cates Avenue,1
14840000330,5023 CATES AV,63108,1,1,1110,N,5870,Single-family residence,1,5052 Cates Avenue,1
14839000210,5024 CATES AV,63108,1,2,1120,N,8220,Two-family (duplex/flat),2,5052 Cates Avenue,1
14840000340,5025 CATES AV,63108,1,2,1120,N,3540,Two-family (duplex/flat),2,5052 Cates Avenue,1
14839000200,5026-8 CATES AV,63108,1,2,1120,N,4630,Two-family (duplex/flat),2,5052 Cates Avenue,1
14839000190,5030 CATES AV,63108,1,2,1120,N,3080,Two-family (duplex/flat),2,5052 Cates Avenue,1
14840000360,5033 CATES AV,63108,1,2,1120,N,2380,Two-family (duplex/flat),2,5052 Cates Avenue,1
14839000170,5034-6 CATES AV,63108,1,1,1110,N,290,Single-family residence,1,5052 Cates Avenue,1
14840000380,5039 CATES AV,63108,1,1,1110,N,5660,Single-family residence,1,5052 Cates Avenue,1
14839000150,5040-2 CATES AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5052 Cates Avenue,1
14840000390,5041 CATES AV,63108,1,2,1120,N,6140,Two-family (duplex/flat),2,5052 Cates Avenue,1
14840000400,5045 CATES AV,63108,1,2,1120,N,1530,Two-family (duplex/flat),2,5052 Cates Avenue,1
14839000120,5050 CATES AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5052 Cates Avenue,1
14840000420,5051-3 CATES AV,63108,1,2,1120,N,2790,Two-family (duplex/flat),2,5052 Cates Avenue,1
14839000100,5056-8 CATES AV,63108,1,2,1120,N,1520,Two-family (duplex/flat),2,5052 Cates Avenue,1
14840000440,5059 CATES AV,63108,1,1,1110,N,1200,Single-family residence,1,5052 Cates Avenue,1
14840000450,5061 CATES AV,63108,1,1,1110,N,2770,Single-family residence,1,5052 Cates Avenue,1
14839000080,5064-6 CATES AV,63108,1,2,1120,N,1500,Two-family (duplex/flat),2,5052 Cates Avenue,1
14840000460,5065 CATES AV,63108,1,1,1110,N,4220,Single-family residence,1,5052 Cates Avenue,1
14840000470,5067 CATES AV,63108,1,1,1110,N,1740,Single-family residence,1,5052 Cates Avenue,1
14839000050,5072 CATES AV,63108,1,1,1110,N,1280,Single-family residence,1,5052 Cates Avenue,1
14840000480,5073 CATES AV,63108,1,1,1110,N,1280,Single-family residence,1,5052 Cates Avenue,1
14839000040,5074 CATES AV,63108,1,1,1110,N,2000,Single-family residence,1,5052 Cates Avenue,1
14840000495,5075 CATES AV,63108,1,1,1120,N,7850,Two-family (duplex/flat),1,5052 Cates Avenue,1
14839000030,5076 CATES AV,63108,1,1,1110,N,810,Single-family residence,1,5052 Cates Avenue,1
14839000020,5078-84 CATES AV,63108,1,4,1140,N,290,Four-family / small multi-family,4,5052 Cates Avenue,1
14840000510,5079 CATES AV,63108,1,1,1110,N,4330,Single-family residence,1,5052 Cates Avenue,1
14840000520,5081 CATES AV,63108,1,1,1110,N,4640,Single-family residence,1,5052 Cates Avenue,1
14840000530,5085 CATES AV,63108,1,1,1110,N,3060,Single-family residence,1,5052 Cates Avenue,1
14840000535,5087 CATES AV,63108,1,1,1110,N,6980,Single-family residence,1,5052 Cates Avenue,1
14842000250,5100-2 CATES AV,63108,1,2,1120,N,2870,Two-family (duplex/flat),2,5052 Cates Avenue,1
14841000270,5101 CATES AV,63108,1,1,1110,N,5110,Single-family residence,1,5052 Cates Avenue,1
14842000080,5156 CATES AV,63108,1,1,1110,N,4520,Single-family residence,1,5207 Kensington Avenue,1
14842000070,5160-2 CATES AV,63108,1,4,1140,N,3620,Four-family / small multi-family,4,5207 Kensington Avenue,1
14842000050,5170-2 CATES AV,63108,1,4,1140,N,1770,Four-family / small multi-family,4,5206 Kensington Avenue; 5207 Kensington Avenue,2
14841000490,5171 CATES AV,63108,1,2,1120,N,2480,Two-family (duplex/flat),2,5207 Kensington Avenue,1
14841000500,5175 CATES AV,63108,1,1,1110,N,1280,Single-family residence,1,5207 Kensington Avenue,1
14841000510,5177 CATES AV,63108,1,1,1110,N,4060,Single-family residence,1,5207 Kensington Avenue,1
14841000525,5179-81 CATES AV,63108,1,2,1120,N,2520,Two-family (duplex/flat),2,5207 Kensington Avenue,1
14841000540,5185 CATES AV,63108,1,1,1120,N,3300,Two-family (duplex/flat),1,5207 Kensington Avenue,1
14841000550,5189 CATES AV,63108,1,2,1120,N,3670,Two-family (duplex/flat),2,5207 Kensington Avenue,1
14842000010,5190 CATES AV,63108,1,1,1110,N,28620,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14841000570,5195 CATES AV,63108,1,2,1120,N,2630,Two-family (duplex/flat),2,5207 Kensington Avenue,1
14847000050,5200-6 CATES AV,63108,2,2,6390,N,0,Code 6390 (not in dictionary),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14848000160,5233 CATES AV,63108,1,1,1120,N,1350,Two-family (duplex/flat),1,5207 Kensington Avenue,1
14848000170,5235 CATES AV,63108,1,1,1120,N,4830,Two-family (duplex/flat),1,5207 Kensington Avenue,1
14848000180,5237 CATES AV,63108,1,1,1120,N,4830,Two-family (duplex/flat),1,5207 Kensington Avenue,1
14848000190,5239-41 CATES AV,63108,1,2,1120,N,2510,Two-family (duplex/flat),2,5207 Kensington Avenue,1
14848000200,5243 CATES AV,63108,1,1,1120,N,3400,Two-family (duplex/flat),1,5207 Kensington Avenue,1
14848000210,5245 CATES AV,63108,1,1,1120,N,3400,Two-family (duplex/flat),1,5207 Kensington Avenue,1
14465000020,3022 CLARENCE AV,63115,1,1,1110,N,2760,Single-family residence,1,4327 Labadie Avenue,1
14465000041,3030 CLARENCE AV,63115,1,1,1110,N,1990,Single-family residence,1,4327 Labadie Avenue,1
14465000070,3038 CLARENCE AV,63115,1,1,1110,N,890,Single-family residence,1,4327 Labadie Avenue,1
13620000420,3043 CLARENCE AV,63115,1,1,1110,N,1920,Single-family residence,1,4327 Labadie Avenue,1
14465000080,3044 CLARENCE AV,63115,1,1,1110,N,2340,Single-family residence,1,4327 Labadie Avenue,1
14465000130,3110 CLARENCE AV,63115,1,1,1110,N,2420,Single-family residence,1,4327 Labadie Avenue,1
13620000390,3111 CLARENCE AV,63115,1,1,1110,N,2570,Single-family residence,1,4327 Labadie Avenue,1
13620000380,3115 CLARENCE AV,63115,1,1,1110,N,1130,Single-family residence,1,4327 Labadie Avenue,1
14844000520,720 CLARENDON AV,63108,1,2,1120,N,1850,Two-family (duplex/flat),2,5206 Kensington Avenue,1
14845000150,721-7 CLARENDON AV,63108,1,1,1110,N,290,Single-family residence,1,5206 Kensington Avenue,1
14846000190,807-9 CLARENDON AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000180,811-3 CLARENDON AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14843000650,814 CLARENDON AV,63108,1,0,5000,N,4600,"Commercial/retail, general",1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14847000080,915 CLARENDON AV,63108,1,1,1110,N,4270,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14847000075,917 CLARENDON AV,63108,1,1,1110,N,2580,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14847000070,919 CLARENDON AV,63108,1,1,1110,N,2690,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14900000350,4206 CLAY AV,63115,1,1,1110,N,1290,Single-family residence,1,4016 Carter Avenue,1
14900000360,4210 CLAY AV,63115,1,1,1110,N,550,Single-family residence,1,4016 Carter Avenue,1
14900000370,4212 CLAY AV,63115,1,1,1110,N,1400,Single-family residence,1,4016 Carter Avenue,1
14900000380,4214 CLAY AV,63115,1,1,1110,N,2220,Single-family residence,1,4016 Carter Avenue,1
14900000410,4224 CLAY AV,63115,1,1,1110,N,2870,Single-family residence,1,4016 Carter Avenue,1
14900000420,4226 CLAY AV,63115,1,1,1110,N,380,Single-family residence,1,4016 Carter Avenue,1
14896000150,4227 CLAY AV,63115,1,1,1110,N,2230,Single-family residence,1,4016 Carter Avenue,1
14900000430,4228 CLAY AV,63115,1,1,1110,N,810,Single-family residence,1,4016 Carter Avenue,1
14897000200,4239 CLAY AV,63115,1,1,1110,N,3540,Single-family residence,1,4016 Carter Avenue,1
14899000230,4240 CLAY AV,63115,1,1,1120,N,6300,Two-family (duplex/flat),1,4016 Carter Avenue,1
14899000240,4242 CLAY AV,63115,1,1,1110,N,2400,Single-family residence,1,4016 Carter Avenue,1
14897000180,4245 CLAY AV,63115,1,0,1010,Y,1090,Code 1010 (not in dictionary),1,4016 Carter Avenue,1
14899000260,4246 CLAY AV,63115,1,1,1110,N,290,Single-family residence,1,4016 Carter Avenue,1
14897000170,4247 CLAY AV,63115,1,1,1110,N,1210,Single-family residence,1,4016 Carter Avenue,1
14899000285,4248 CLAY AV,63115,1,1,0,N,1050,Unclassified,1,4016 Carter Avenue,1
14899000295,4252 CLAY AV,63115,1,1,0,N,1050,Unclassified,1,4016 Carter Avenue,1
14897000140,4255 CLAY AV,63115,1,1,1110,N,7220,Single-family residence,1,4016 Carter Avenue,1
14897000130,4259 CLAY AV,63115,1,1,1110,N,1870,Single-family residence,1,4016 Carter Avenue,1
14897000125,4261 CLAY AV,63115,1,1,1110,N,2580,Single-family residence,1,4016 Carter Avenue,1
13396000370,4211 COLLEGE AV,63107,1,1,1110,N,1930,Single-family residence,1,4016 Carter Avenue,1
13396000350,4219 COLLEGE AV,63107,1,1,1110,N,2140,Single-family residence,1,4016 Carter Avenue,1
13396000340,4223 COLLEGE AV,63107,1,2,1120,N,1680,Two-family (duplex/flat),2,4016 Carter Avenue,1
13396000330,4225 COLLEGE AV,63107,1,1,1110,N,1390,Single-family residence,1,4016 Carter Avenue,1
13396000310,4229 COLLEGE AV,63107,1,2,1120,N,1010,Two-family (duplex/flat),2,4016 Carter Avenue,1
13396000300,4231 COLLEGE AV,63107,1,2,1120,N,0,Two-family (duplex/flat),2,4016 Carter Avenue,1
13396000280,4243 COLLEGE AV,63107,1,2,1120,N,1840,Two-family (duplex/flat),2,4016 Carter Avenue,1
13396000270,4245 COLLEGE AV,63107,1,1,1110,N,1340,Single-family residence,1,4016 Carter Avenue,1
13396000260,4247 COLLEGE AV,63107,1,2,1120,N,2120,Two-family (duplex/flat),2,4016 Carter Avenue,1
13396000250,4249 COLLEGE AV,63107,1,1,1110,N,1300,Single-family residence,1,4016 Carter Avenue,1
13397000400,4301 COLLEGE AV,63107,1,2,1120,N,1600,Two-family (duplex/flat),2,4016 Carter Avenue,1
13397000340,4321 COLLEGE AV,63107,1,2,1120,N,1140,Two-family (duplex/flat),2,4016 Carter Avenue,1
13397000330,4325 COLLEGE AV,63107,1,1,1110,N,2450,Single-family residence,1,4016 Carter Avenue,1
13775030510,1408-10 CORA AV,63113,1,1,1110,N,1630,Single-family residence,1,4599 Page Boulevard,1
13775040090,1431 CORA AV,63113,2,0,5000,N,2100,"Commercial/retail, general",1,4599 Page Boulevard,1
15638000595,1525 CORA AV,63113,1,2,5000,N,290,"Commercial/retail, general",2,1803 Cora Avenue,1
15638000580,1529 CORA AV,63113,1,2,1120,N,290,Two-family (duplex/flat),2,1803 Cora Avenue,1
13721000560,1710 CORA AV,63113,1,2,1120,N,1270,Two-family (duplex/flat),2,1803 Cora Avenue; 1825 Cora Avenue,2
15638000540,1713 CORA AV,63113,1,1,1110,N,290,Single-family residence,1,1803 Cora Avenue; 1825 Cora Avenue,2
15638000525,1717 CORA AV,63113,1,1,1110,N,1600,Single-family residence,1,1803 Cora Avenue; 1825 Cora Avenue,2
13721000600,1726 CORA AV,63113,1,0,1110,N,290,Single-family residence,1,1803 Cora Avenue; 1825 Cora Avenue,2
15638000500,1731 CORA AV,63113,1,1,1110,N,290,Single-family residence,1,1803 Cora Avenue; 1825 Cora Avenue,2
15638000490,1803 CORA AV,63113,1,2,1120,N,290,Two-family (duplex/flat),2,1825 Cora Avenue,1
15638000480,1809 CORA AV,63113,1,1,1110,N,2580,Single-family residence,1,1803 Cora Avenue; 1825 Cora Avenue,2
15638000440,1821 CORA AV,63113,1,1,1110,N,290,Single-family residence,1,1803 Cora Avenue; 1825 Cora Avenue; 4649 N Market Street,3
15638000430,1823 CORA AV,63113,1,2,1120,N,290,Two-family (duplex/flat),2,1803 Cora Avenue; 1825 Cora Avenue; 4649 N Market Street,3
13720000660,1824-6 CORA AV,63113,1,4,1140,N,290,Four-family / small multi-family,4,1803 Cora Avenue; 1825 Cora Avenue; 4649 N Market Street,3
15638000420,1825 CORA AV,63113,1,1,1110,N,290,Single-family residence,1,1803 Cora Avenue; 4649 N Market Street,2
15638000410,1901 CORA AV,63113,1,1,1110,N,2120,Single-family residence,1,1803 Cora Avenue; 1825 Cora Avenue; 4649 N Market Street,3
15638000390,1907 CORA AV,63113,1,1,1110,N,290,Single-family residence,1,1803 Cora Avenue; 1825 Cora Avenue; 4649 N Market Street,3
15638000380,1911 CORA AV,63113,1,2,1120,N,290,Two-family (duplex/flat),2,1803 Cora Avenue; 1825 Cora Avenue; 4649 N Market Street,3
